,text,star,app_id,reviewDate,Grammar
25,I've been ordering here for years. Updated to say its still pretty good in 2021,5,com.alibaba.aliexpresshd,18/03/21,Error
26,Why is Alixpress customer service not Available. Like I don't understand please Please reply me,1,com.alibaba.aliexpresshd,18/03/21,Error
27,Very useful app 👌,5,com.alibaba.aliexpresshd,18/03/21,Coorect
28,Excellent products and speed of shipments.,5,com.alibaba.aliexpresshd,18/03/21,Coorect
29,"Fast, simple to use. Best shipping I know of. Everything you can imagine on electronics is there and there are quite a few amazing, unknown to the US items --- really worth it. This is the ONLY app from which in never mind getting ads! 😂",5,com.alibaba.aliexpresshd,18/03/21,Coorect
30,👍,5,com.alibaba.aliexpresshd,18/03/21,Coorect
31,Love the possibilities of the app. Working wel.,5,com.alibaba.aliexpresshd,18/03/21,Error
32,Great,4,com.alibaba.aliexpresshd,18/03/21,Coorect
33,I Love AliExpress and All Sellers in AliExpress No Scam Zone ★★★★★,5,com.alibaba.aliexpresshd,18/03/21,Coorect
34,I have ordered severally using the app and its very reliable shipping is fast anf what you order is what you get,5,com.alibaba.aliexpresshd,18/03/21,Error
35,The search engine needs work. Doesn't work as well as I'd like. A lot of useless items come up in a search that has none of the words I searched for in the title.,3,com.alibaba.aliexpresshd,18/03/21,Coorect
36,Great,5,com.alibaba.aliexpresshd,18/03/21,Coorect
37,Good but late,3,com.alibaba.aliexpresshd,18/03/21,Coorect
38,This app is great for finding stuff at somewhat reasonable prices. But just like wish they start to progressively stop sending your products within the scheduled time or don't send them at all. Once a dispute is brought up the seller's want to lie about ETAs. I done with this app. Since Covid-19 they have making any excuse to not send your items. Tracking numbers do not track the package. Genuinely done with this app after my previous orders arrive or if they ever do.,1,com.alibaba.aliexpresshd,18/03/21,Error
39,"Very reasonable shipping times to the USA. If you own a computer business as I do, AliExpress is a must.",5,com.alibaba.aliexpresshd,18/03/21,Coorect
40,Fun fun fun,5,com.alibaba.aliexpresshd,18/03/21,Coorect
41,Very good app,5,com.alibaba.aliexpresshd,18/03/21,Coorect
42,Is incredible...,5,com.alibaba.aliexpresshd,18/03/21,Coorect
43,Very good,3,com.alibaba.aliexpresshd,18/03/21,Coorect
44,Great honest app..,4,com.alibaba.aliexpresshd,18/03/21,Error
45,"App itself is good, easy to use and with loads of inexpensive items to buy, but gets 2 stars. The app is just one part of it. The other part is the service and delivery of things you have bought. Unfortunately this side of AliExpress is very poor. 2 months of waiting for purchases to arrive so far... if you want an item quick forget this and go to a local shop. You do have different freight options but these are pricey and so nullify any savings you may make.",2,com.alibaba.aliexpresshd,18/03/21,Error
46,I can't live without Ali Express ido alot of shopping 🛒,5,com.alibaba.aliexpresshd,18/03/21,Error
47,👍,5,com.alibaba.aliexpresshd,18/03/21,Coorect
48,Would have given 5 stars if Cash on delivery option was available..,1,com.alibaba.aliexpresshd,18/03/21,Error
49,Nice app,5,com.alibaba.aliexpresshd,18/03/21,Coorect
50,Produtos variados e com ótimo preço. Mas o tempo de espera para chegar o produto na sua casa... Vish!,4,com.alibaba.aliexpresshd,18/03/21,Error
51,"So far so good,got items on time",5,com.alibaba.aliexpresshd,18/03/21,Error
52,Amazing app. Best place to purchase your product internationally,5,com.alibaba.aliexpresshd,18/03/21,Coorect
53,Ali express is great. Sometimes orders take a very long time but I'm ok with it as long as my things arrive when it says .,5,com.alibaba.aliexpresshd,18/03/21,Error
54,"Love this app. Some things take awhile to receive, that is clearly stated on items that are ordered.",5,com.alibaba.aliexpresshd,18/03/21,Error
55,Fast delivery,5,com.alibaba.aliexpresshd,18/03/21,Coorect
56,"Some shipments take long, and most of the things they sell is cheap but i really like this app because the stuff is cheap depending on what you order :)",4,com.alibaba.aliexpresshd,18/03/21,Error
57,رائع للتسوق,5,com.alibaba.aliexpresshd,18/03/21,Coorect
58,YOU NOOB NO LEGO POLICE BOAY 60045 👎😭😢😡,1,com.alibaba.aliexpresshd,18/03/21,Error
59,Too many problems with service. I am done. Not an easy solution and prices are about same as Amazon for same prices..and better problem resolution,2,com.alibaba.aliexpresshd,18/03/21,Error
60,This App Really Makes Shopping Easy and Fun,5,com.alibaba.aliexpresshd,18/03/21,Coorect
61,Excellent,5,com.alibaba.aliexpresshd,18/03/21,Coorect
62,Am very happy to use this app everything is straight forward and deliveries are quick,5,com.alibaba.aliexpresshd,18/03/21,Coorect
63,got credit card fraud the next day after my first purchase. But yea what do I expect on a cheap website.,1,com.alibaba.aliexpresshd,18/03/21,Error
64,Very nice app,5,com.alibaba.aliexpresshd,18/03/21,Coorect
65,Very easy app to use. Lots to choose from.,5,com.alibaba.aliexpresshd,18/03/21,Coorect
66,"Theres one item that i didnt get, but i still like this better than others apps.",5,com.alibaba.aliexpresshd,18/03/21,Error
67,With time I will give it 5 stars Started using it not quite long,3,com.alibaba.aliexpresshd,18/03/21,Error
68,"All I can say is I LOVE LOVE LOVE ALIEXPRESS, the prices are great and if you shop around you can find the same item sold by different sellers, some cheaper, with free shipping and some are better quality than others - ALWAYS CHECK OUT REVIEWS THEY HELP SO MUCH!!! - Well worth the wait for shipping. Vendors are great and if there is a problem (which doesn't happen much), AliExpress works with purchasers and refunds cost including shipping if appropriate.",5,com.alibaba.aliexpresshd,18/03/21,Error
69,Amazing,5,com.alibaba.aliexpresshd,18/03/21,Coorect
70,For the years I've been on AliExpress I've ONLY had a handful of negative experiences. The overall experience has been positive. Let's hope they keep it going in a great direction,5,com.alibaba.aliexpresshd,18/03/21,Coorect
71,I liked spending time on this app as it has a variety of products to offer...you can buy anything of your choice and interest sitting at home.. different sales days and promotions also make it more attractive for someone who loves to shop economically...but can you please provide us the facility of cash on delivery. ?,4,com.alibaba.aliexpresshd,18/03/21,Error
72,Good,4,com.alibaba.aliexpresshd,18/03/21,Coorect
73,Nice,5,com.alibaba.aliexpresshd,18/03/21,Coorect
74,My favourite app,5,com.alibaba.aliexpresshd,18/03/21,Error
75,Great service.,5,com.alibaba.aliexpresshd,18/03/21,Coorect
76,Good deals but too long shipping time could it be Faster ??,4,com.alibaba.aliexpresshd,18/03/21,Coorect
77,Awesome,1,com.alibaba.aliexpresshd,18/03/21,Coorect
78,I'm very satisfied with their service. This is the best online shopping app I have used so far. Highly recommend,5,com.alibaba.aliexpresshd,18/03/21,Coorect
79,"Was enjoying the app initially but now its a total mess, you order something, the seller sends incomplete items and you can neither open dispute, send the seller a message nor contact the support team. You just end up losing your money!This is very irresponsible of Ali express in short thus is cheating!",2,com.alibaba.aliexpresshd,18/03/21,Error
80,"The delivery is extremely poor! very poor indeed.Even if an order is delivered by foot from overseas, it cant surely take over 4 months.Other online business platforms like kilmall are exemplary. Ali Express you need to have a total turnaround.",1,com.alibaba.aliexpresshd,18/03/21,Error
81,Package was in perfect condition. Shipping was faster than expected..,4,com.alibaba.aliexpresshd,18/03/21,Error
82,New customer. Little bit wary at first but no real worries as my few items are small and low value. So far the first one arrived today. I ordered it 5 weeks ago but the tracking info on the app is pretty informative. Waiting on the others...,5,com.alibaba.aliexpresshd,18/03/21,Error
83,👍👍,5,com.alibaba.aliexpresshd,18/03/21,Coorect
84,Fair and good,4,com.alibaba.aliexpresshd,18/03/21,Coorect
85,Amazing,5,com.alibaba.aliexpresshd,18/03/21,Coorect
86,So reliable.,5,com.alibaba.aliexpresshd,18/03/21,Coorect
87,Very nice,5,com.alibaba.aliexpresshd,18/03/21,Coorect
88,Worst customer support. Bloody robot dont let you chat with agent and doesn't answer to queries. Disputes are pending from three months but Aliexpress is sleeping,1,com.alibaba.aliexpresshd,18/03/21,Error
89,Awesome and user friendly,5,com.alibaba.aliexpresshd,18/03/21,Error
90,Useless.. fake,1,com.alibaba.aliexpresshd,18/03/21,Error
91,Super,5,com.alibaba.aliexpresshd,18/03/21,Coorect
92,Love it,5,com.alibaba.aliexpresshd,18/03/21,Coorect
93,Great,5,com.alibaba.aliexpresshd,18/03/21,Coorect
94,Excellent,5,com.alibaba.aliexpresshd,18/03/21,Coorect
95,"They have really good stuff, I've just had a lot of problems with shipping :( It usually takes 2-3 months to get something delivered.",4,com.alibaba.aliexpresshd,18/03/21,Error
96,Amazing selection,5,com.alibaba.aliexpresshd,18/03/21,Coorect
97,Totally satisfied with shipping time and product's in which I have purchased.,5,com.alibaba.aliexpresshd,18/03/21,Coorect
98,Very good,5,com.alibaba.aliexpresshd,18/03/21,Coorect
99,Very good Shopping Apps,5,com.alibaba.aliexpresshd,18/03/21,Coorect
100,Is ok,4,com.alibaba.aliexpresshd,18/03/21,Coorect
101,🙃🙂,5,com.alibaba.aliexpresshd,18/03/21,Coorect
102,😊,5,com.alibaba.aliexpresshd,18/03/21,Coorect
103,Good app you can get anything you want at any store at your convenience time,5,com.alibaba.aliexpresshd,18/03/21,Coorect
104,Best app,5,com.alibaba.aliexpresshd,18/03/21,Coorect
105,Very bad experience buying in this platform. Delivery is often more than 30 days and up to 55 days. Dispute is handled by robot and no real people behind it. Return shipping for faulty item is paid by the buyer and most of the time is expensive and not worth it. The price published for a product is often based on the lowest forex rate so that the item look cheaper. So many manipulations inside this platform. I would advise anyone not to buy from this platform.There are better platforms out there,1,com.alibaba.aliexpresshd,18/03/21,Error
106,I just had an amazing experience with AliExpress,5,com.alibaba.aliexpresshd,18/03/21,Coorect
107,Very good site easy to use,5,com.alibaba.aliexpresshd,18/03/21,Coorect
108,"Yep really good until use it a few more times. Thanks. Tony,",3,com.alibaba.aliexpresshd,18/03/21,Error
109,Trusted and reliable Fast and cheap Accurate and sure,5,com.alibaba.aliexpresshd,18/03/21,Coorect
110,Very useful,5,com.alibaba.aliexpresshd,18/03/21,Coorect
111,"The app is convenient but, items are too small to see correctly. This makes it hard to choose the right colors. The app is a little difficult. I also encountered a clip of porn in one of the product streams. I like using the computer better than the app.",3,com.alibaba.aliexpresshd,18/03/21,Coorect
112,I love how they have so many products!,5,com.alibaba.aliexpresshd,18/03/21,Coorect
113,Good,5,com.alibaba.aliexpresshd,18/03/21,Coorect
114,Easy to look for anything needed,5,com.alibaba.aliexpresshd,18/03/21,Coorect
115,nice,5,com.alibaba.aliexpresshd,18/03/21,Coorect
116,Its good,4,com.yahoo.mobile.client.android.mail,18/03/21,Error
117,Excellent,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
118,It's simply the best,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
119,"Yeah, it's alright",4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
120,I am using yahoo more than 15 years and happy to use it in the future. Thank yahoo.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
121,Convenient,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
122,Works for me.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
123,Very good 👍,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
124,Easy to work and read,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
125,Great!,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
126,I order all the time from Affirm their pretty reasonable and their fair,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
127,Great!,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
128,Very effective and quick,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
129,"This is absolutely the worst email app out there. I'm very disappointed I actually thought that Yahoo after all these years would have had their act together when it came to providing good reliable and fast and accurate email. Just to give you a for instance when I try to delete an email, I can't get rid of it, and it takes two or three tries before it's finally deleted. This email app by Yahoo has a lot of glitches and bugs in it. The bottom line is I don't recommend that you install this.",1,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
130,It's email...,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
131,I can't open links on my email I have updated and reinstall it and still having trouble trying to open a link on a email li yes I do have Tmobile but I never had problems with it,1,com.yahoo.mobile.client.android.mail,18/03/21,Error
132,Its working satisfactory.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
133,Very satisfied,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
134,Serves my needs very well.,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
135,Good experience,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
136,I love how easy it is to navigate my mail now. The folders I can make are wonderful. Highly recommend this email.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
137,Ok email,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
138,Great,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
139,Excelentes,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
140,"I have been using this app a few days, but I really like it. Sometimes it's a bit slow, but it is easy to use and allows for organized email.",5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
141,The best,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
142,TOO MANY HOOPS TO JUMP THRU FOR VERIFICATION. BROKEN APP,3,com.yahoo.mobile.client.android.mail,18/03/21,Error
143,Yahoo has improved so much more,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
144,Great functionality and stability!,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
145,Great app!,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
146,"I am using Yahoo mail from last 20 yrs ,good service and easy to understand format",5,com.yahoo.mobile.client.android.mail,18/03/21,Error
147,Well designed for lazy people! Very easy and convenience!,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
148,Thank you Yahoo! Mail 💌,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
149,It's nice n good app.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
150,Too good,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
151,Great 👍,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
152,notices come in twice I only need them once,3,com.yahoo.mobile.client.android.mail,18/03/21,Error
153,Very easy to use,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
154,"Have had it forever, has not let me down yet!.",5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
155,The best email provider in my eyes,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
156,No issues. Works well,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
157,Abcd,1,com.halfbrick.fruitninjafree,18/03/21,Error
158,Very user friendly and I feel that my information is secure,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
159,This app used to be great but the last 3 days I have not been able access my emails. Everytime I try to open an email the app kicks me out. I have uninstalled and reinstalled the app but the same thing. Please fix this,2,com.yahoo.mobile.client.android.mail,18/03/21,Error
160,5 stars,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
161,Very easy to use and understand,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
162,Very seldom have trouble with it.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
163,Thank you so much. Free email apps.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
164,Exelente 👍🏻,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
165,Excellent service,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
166,"Works well, easy to use",5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
167,Thank you I appreciate this app its been a great tool for me✌I can always count on this app to work🙏,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
168,Useful,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
169,So far no issues,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
170,Good,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
171,Too many advertisements. It's very annoying.,3,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
172,Rubbish,1,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
173,Happy,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
174,Very interesting and convenient to use. Totally user friendly,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
175,Very fantastics,5,com.badoo.mobile,18/03/21,Error
176,OK,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
177,Great job Wii use it more!,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
178,Outstanding app,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
179,"This app is extraordinary and very very helpful for daily day today life Sending group messages, informations, urgent and immediate details and very handy app for all ages and all times",5,com.yahoo.mobile.client.android.mail,18/03/21,Error
180,Very good,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
181,Seems to have fewer glitches now,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
182,Useless,1,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
183,Amazing and win 🏆👏,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
184,Totoka,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
185,Very reliable,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
186,Ad buttons are none responsive,1,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
187,Ok,3,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
188,Smooth,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
189,I enjoy all that yahoo has to offer,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
190,"You have Fixed Contacts save System, instead of Contacts List save as per our customised matched.",4,com.yahoo.mobile.client.android.mail,18/03/21,Error
191,Good then before though Improving slowly...,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
192,Great tool to keep in touch with individuals and businesses,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
193,Not for me.. too many ads. its distracts me too much. I forget why I opened my emails in the first place 😐,3,com.yahoo.mobile.client.android.mail,18/03/21,Error
194,Highly appropriate and useful.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
195,"Your app keeps crapping out, I have to keep checking my emails constantly for new emails. The icon notifications will randomly show that I have emails. I can't open up my sent out email box. It keeps kicking me out of the app completely every time. I've uninstalled the app several times to refresh the app, I've cleaned out the caches several times. What is going on with this app?",1,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
196,Great App!,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
197,Good,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
198,"I'm sick of it asking me to review it when I reviewed it years ago. Also, I now need a VPN to properly read my emails in China 😔",4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
199,"I Love using yahoo mail. It's always been fun, convienient, and robust to use.",5,com.yahoo.mobile.client.android.mail,18/03/21,Error
200,Gives me the ease of use I like and allows me to have another email address to use for various outlets.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
201,Very usefull,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
202,Very useful.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
203,Awsome,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
204,bugs all the time. I constantly have to open the app from the app store.,1,com.yahoo.mobile.client.android.mail,18/03/21,Error
205,Ive been with yahoo since early 2000. Loyal to yahoo,5,com.yahoo.mobile.client.android.mail,18/03/21,Error
206,Been using it since 2006. Never a problem.,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
207,Good,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
208,This app has really approved and works very well.,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
209,Perfect app! 🌟,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
210,Enjoy keeping up with the mail,4,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
211,Very good,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
212,No me gusta,2,com.yahoo.mobile.client.android.mail,18/03/21,Error
213,Works great,5,com.yahoo.mobile.client.android.mail,18/03/21,Coorect
214,Great,5,com.psafe.msuite,18/03/21,Coorect
215,I have no complaints as of yet..,5,com.psafe.msuite,18/03/21,Error
216,Great as always,5,com.psafe.msuite,18/03/21,Coorect
217,You are REALLY TRULY REAL TRUE WORDS ARE AAAAAAAAAWWWWEEEEEESOME AND COOOOOOOOOOOL AND RIGHT THERE IF SOMETHING IS WRONG,5,com.psafe.msuite,18/03/21,Error
218,তথছ,5,com.psafe.msuite,18/03/21,Coorect
219,Waist of time,1,com.psafe.msuite,18/03/21,Coorect
220,Keeps alook out at all times,4,com.psafe.msuite,18/03/21,Error
221,Nice app,5,com.psafe.msuite,18/03/21,Coorect
222,Christlife123!,5,com.psafe.msuite,18/03/21,Coorect
223,I love it it's doing it's job,5,com.psafe.msuite,18/03/21,Error
224,Ok,5,com.psafe.msuite,18/03/21,Coorect
225,Good,5,com.psafe.msuite,18/03/21,Coorect
226,Works,5,com.psafe.msuite,18/03/21,Coorect
227,"It's unobtrusive, but when it detects a problem, I can decide what I need to do to fix it. It is extremely helpful.",5,com.psafe.msuite,17/03/21,Coorect
228,Keeps me from daining my battery and getting rid of unnecessary apps.keeps my phone safe,5,com.psafe.msuite,17/03/21,Error
229,Great,5,com.psafe.msuite,17/03/21,Coorect
230,Good,5,com.psafe.msuite,17/03/21,Coorect
231,I like the apps it works and it's quick to get things done and no problems!!,4,com.psafe.msuite,17/03/21,Error
232,It's been good.,5,com.psafe.msuite,17/03/21,Coorect
233,Good,5,com.psafe.msuite,17/03/21,Coorect
234,This is very satisfying ft.slayypoint,5,com.halfbrick.fruitninjafree,18/03/21,Error
235,Chinna,2,com.halfbrick.fruitninjafree,18/03/21,Error
236,That is so fun and can get so much fun,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
237,Too good,4,com.halfbrick.fruitninjafree,18/03/21,Coorect
238,Good,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
239,maganda,5,com.halfbrick.fruitninjafree,18/03/21,Error
240,Amazing :-\👌🔥,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
241,Super game,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
242,Very Butiful good game,5,com.halfbrick.fruitninjafree,18/03/21,Error
243,Super,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
244,Nice superb,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
245,Bro i am from thoothukudi good game yaah!!,5,com.halfbrick.fruitninjafree,18/03/21,Error
246,Nice game but it can be improved,4,com.halfbrick.fruitninjafree,18/03/21,Coorect
247,Good game,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
248,😢👩‍🍳,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
249,I remember this game when I was 6 years old and it was amazing 🎮,5,com.halfbrick.fruitninjafree,18/03/21,Error
250,Not downloadin fast That's all,1,com.halfbrick.fruitninjafree,18/03/21,Error
251,I like the game,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
252,It took to long to load and when it loaded the game was so bad I realised theirs a 2nd version of this but that also sucks this is one of the worst game and I uninstalled it.,1,com.halfbrick.fruitninjafree,18/03/21,Error
253,Dogwater,1,com.halfbrick.fruitninjafree,18/03/21,Error
254,This game is so amazing,1,com.halfbrick.fruitninjafree,18/03/21,Coorect
255,so very cute,5,com.halfbrick.fruitninjafree,18/03/21,Error
256,Nice app,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
257,If half brick studios reply to this comment with we are sorry they are g&y,1,com.halfbrick.fruitninjafree,18/03/21,Error
258,LOVE THIS GAME,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
259,Hiii the best way Gauges 😝😝😝😝😝😝😝😝😝😝😝,3,com.halfbrick.fruitninjafree,18/03/21,Error
260,Good,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
261,Hatdog,5,com.halfbrick.fruitninjafree,18/03/21,Error
262,One of the best games of all time,5,com.halfbrick.fruitninjafree,18/03/21,Coorect
263,AR..😮😊,4,com.halfbrick.fruitninjafree,18/03/21,Error
264,"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal .This is the reason for giving 1 star.(my phone is samsung galaxy J7)",1,com.halfbrick.fruitninjafree,18/03/21,Error
265,Like the upgrades and missions,4,com.halfbrick.fruitninjafree,18/03/21,Coorect
266,"I can't install the game, it won't let me.",1,com.halfbrick.fruitninjafree,18/03/21,Coorect
267,always liked this game,4,com.halfbrick.fruitninjafree,18/03/21,Error
268,It is a really good game a bit better than the old one,5,com.halfbrick.fruitninjafree,17/03/21,Error
269,So cool am game,5,com.halfbrick.fruitninjafree,17/03/21,Coorect
270,Very addictive and super fun,5,com.halfbrick.fruitninjafree,17/03/21,Coorect
271,Very nice game I'm like to this game thank you realize this game I'm not like game but now this the first time l like this game my name is akib l thank for you please send me the all game,5,com.halfbrick.fruitninjafree,17/03/21,Error
272,Идите на улицу и знакомьтесь. Не в коем случае не платите за данное приложение!,1,com.badoo.mobile,18/03/21,Coorect
273,Good,4,com.badoo.mobile,18/03/21,Coorect
274,Fake app it has blocked my account three different times when it doesn't go against the regulations i am very pissed about it i have contacted you guys with an email and you don't seem to get back to me so I'm uninstalling it you guys are fake,1,com.badoo.mobile,18/03/21,Error
275,Great app,5,com.badoo.mobile,18/03/21,Coorect
276,"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!",2,com.badoo.mobile,18/03/21,Coorect
277,Simply give user yellow card warning or account being blocked without any justification! Any false report will simply lead to other peoples account closed what the hell app is this!!,1,com.badoo.mobile,18/03/21,Coorect
278,Bad app,1,com.badoo.mobile,18/03/21,Coorect
279,"So far better and a good app, need to add video group messaging and share any important news with us.",5,com.badoo.mobile,18/03/21,Coorect
280,So so app only.,3,com.badoo.mobile,18/03/21,Error
281,Cool and nice i actually met my wife there,5,com.badoo.mobile,18/03/21,Error
